522,（だいこん類）　だいこん　根　皮むき　生　　,1.00,0.18,0.004,0.001,0.041,1
523,（だいこん類）　だいこん　根　皮むき　ゆで　　,1.00,0.18,0.005,0.001,0.04,1
524,（だいこん類）　切干しだいこん　乾　,1.00,3.01,0.097,0.008,0.697,1
525,（だいこん類）　切干しだいこん　ゆで　　,1.00,0.19,0.009,0.001,0.041,1
526,（だいこん類）　切干しだいこん　油いため　　,1.00,0.88,0.015,0.06,0.076,1
527,（だいこん類）　漬物　ぬかみそ漬　　,1.00,0.30,0.013,0.001,0.067,1
528,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬　,1.00,0.64,0.012,0.003,0.152,1
529,（だいこん類）　漬物　たくあん漬　干しだいこん漬　,1.00,0.27,0.019,0.001,0.055,1
530,（だいこん類）　漬物　守口漬　　,1.00,1.87,0.053,0.002,0.443,1
531,（だいこん類）　漬物　べったら漬　　,1.00,0.57,0.009,0.001,0.14,1
532,（だいこん類）　漬物　みそ漬　　,1.00,0.78,0.045,0.003,0.163,1
533,（だいこん類）　漬物　福神漬　　,1.00,1.36,0.027,0.001,0.333,1
534,（たいさい類）　つまみな　葉　生　　,1.00,0.20,0.019,0.003,0.036,1
535,（たいさい類）　たいさい　葉　生　　,1.00,0.16,0.009,0.001,0.035,1
536,（たいさい類）　たいさい　塩漬　　,1.00,0.20,0.016,0.001,0.043,1
537,たかな　葉　生　　　,1.00,0.21,0.018,0.002,0.042,1
538,たかな　たかな漬　　　,1.00,0.33,0.028,0.002,0.07,1
539,たけのこ　若茎　生　　　,1.00,0.26,0.036,0.002,0.043,1
540,たけのこ　若茎　ゆで　　　,1.00,0.30,0.035,0.002,0.055,1
541,たけのこ　水煮缶詰　　　,1.00,0.23,0.027,0.002,0.04,1
542,たけのこ　めんま　塩蔵　塩抜き　　　,1.00,0.19,0.01,0.005,0.036,1
543,（たまねぎ類）　たまねぎ　りん茎　生　　,1.00,0.37,0.01,0.001,0.088,1
544,（たまねぎ類）　たまねぎ　りん茎　水さらし　　,1.00,0.26,0.006,0.001,0.061,1
545,（たまねぎ類）　たまねぎ　りん茎　ゆで　　,1.00,0.31,0.008,0.001,0.073,1
546,（たまねぎ類）　たまねぎ　りん茎　油いため　　,1.00,1.05,0.014,0.059,0.12,1
547,（たまねぎ類）　赤たまねぎ　りん茎　生　　,1.00,0.38,0.009,0.001,0.09,1
548,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生　　,1.00,0.37,0.018,0.004,0.076,1
549,たらのめ　若芽　生　　　,1.00,0.27,0.042,0.002,0.043,1
550,たらのめ　若芽　ゆで　　　,1.00,0.26,0.04,0.002,0.041,1
551,チコリ　若芽　生　　　,1.00,0.16,0.01,0,0.039,1
552,チンゲンサイ　葉　生　　　,1.00,0.09,0.006,0.001,0.02,1
553,チンゲンサイ　葉　ゆで　　　,1.00,0.12,0.009,0.001,0.024,1
554,チンゲンサイ　葉　油いため　　　,1.00,0.39,0.008,0.032,0.022,1
555,つくし　胞子茎　生　　　,1.00,0.38,0.035,0.001,0.081,1
556,つくし　胞子茎　ゆで　　　,1.00,0.33,0.034,0.001,0.067,1
557,つるな　茎葉　生　　　,1.00,0.15,0.018,0.001,0.028,1
558,つるむらさき　茎葉　生　　　,1.00,0.13,0.007,0.002,0.026,1
559,つるむらさき　茎葉　ゆで　　　,1.00,0.15,0.009,0.002,0.032,1
560,つわぶき　葉柄　生　　　,1.00,0.21,0.004,0,0.056,1
561,つわぶき　葉柄　ゆで　　　,1.00,0.16,0.003,0,0.044,1
562,とうがらし　葉･果実　生　　　,1.00,0.35,0.034,0.001,0.072,1
563,とうがらし　葉･果実　油いため　　　,1.00,0.85,0.04,0.049,0.085,1
564,とうがらし　果実　生　　　,1.00,0.96,0.039,0.034,0.163,1
565,とうがらし　果実　乾　　　,1.00,3.45,0.147,0.12,0.584,1
566,とうがん　果実　生　　　,1.00,0.16,0.005,0.001,0.038,1
567,とうがん　果実　ゆで　　　,1.00,0.16,0.006,0.001,0.037,1
568,（とうもろこし類）　スイートコーン　未熟種子　生　　,1.00,0.92,0.036,0.017,0.168,1
569,（とうもろこし類）　スイートコーン　未熟種子　ゆで　　,1.00,0.99,0.035,0.017,0.186,1
570,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理　　,1.00,1.07,0.042,0.022,0.191,1
571,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍　　,1.00,0.97,0.035,0.015,0.187,1
572,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　　,1.00,0.99,0.029,0.015,0.194,1
573,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル　,1.00,0.84,0.017,0.005,0.186,1
574,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル　,1.00,0.82,0.023,0.005,0.178,1
575,（とうもろこし類）　ヤングコーン　幼雌穂　生　　,1.00,0.29,0.023,0.002,0.06,1
576,（トマト類）　トマト　果実　生　　,1.00,0.19,0.007,0.001,0.047,1
577,（トマト類）　ミニトマト　果実　生　　,1.00,0.29,0.011,0.001,0.072,1
578,（トマト類）　缶詰　ホール　食塩無添加　,1.00,0.20,0.009,0.002,0.044,1
579,（トマト類）　缶詰　トマトジュース　食塩添加　,1.00,0.17,0.007,0.001,0.04,1
580,（トマト類）　缶詰　トマトジュース　食塩無添加　,1.00,0.17,0.007,0.001,0.04,1
581,（トマト類）　缶詰　ミックスジュース　食塩添加　,1.00,0.17,0.006,0,0.043,1
582,（トマト類）　缶詰　ミックスジュース　食塩無添加　,1.00,0.17,0.006,0,0.043,1
583,トレビス　葉　生　　　,1.00,0.18,0.011,0.002,0.039,1
584,とんぶり　ゆで　　　,1.00,0.90,0.061,0.035,0.129,1
585,ながさきはくさい　葉　生　　　,1.00,0.13,0.013,0.001,0.026,1
586,ながさきはくさい　葉　ゆで　　　,1.00,0.18,0.022,0.001,0.034,1
587,（なす類）　なす　果実　生　　,1.00,0.22,0.011,0.001,0.051,1
588,（なす類）　なす　果実　ゆで　　,1.00,0.19,0.01,0.001,0.045,1
589,（なす類）　なす　果実　油いため　　,1.00,0.79,0.015,0.058,0.063,1
590,（なす類）　なす　果実　天ぷら　　,1.00,1.80,0.016,0.14,0.12,1
591,（なす類）　べいなす　果実　生　　,1.00,0.22,0.011,0.001,0.053,1
592,（なす類）　べいなす　果実　素揚げ　　,1.00,1.83,0.01,0.17,0.067,1
593,（なす類）　漬物　塩漬　　,1.00,0.23,0.014,0.001,0.052,1
594,（なす類）　漬物　ぬかみそ漬　　,1.00,0.27,0.017,0.001,0.061,1
595,（なす類）　漬物　こうじ漬　　,1.00,0.79,0.055,0.001,0.182,1
596,（なす類）　漬物　からし漬　　,1.00,1.18,0.026,0.002,0.307,1
597,（なす類）　漬物　しば漬　　,1.00,0.30,0.014,0.002,0.07,1
598,なずな　葉　生　　　,1.00,0.36,0.043,0.001,0.07,1
599,（なばな類）　和種なばな　花らい・茎　生　　,1.00,0.33,0.044,0.002,0.058,1
600,（なばな類）　和種なばな　花らい・茎　ゆで　　,1.00,0.28,0.047,0.001,0.043,1
601,（なばな類）　洋種なばな　茎葉　生　　,1.00,0.35,0.041,0.004,0.06,1
602,（なばな類）　洋種なばな　茎葉　ゆで　　,1.00,0.31,0.036,0.004,0.053,1
603,にがうり　果実　生　　　,1.00,0.17,0.01,0.001,0.039,1
604,にがうり　果実　油いため　　　,1.00,0.50,0.012,0.033,0.046,1
605,（にら類）　にら　葉　生　　,1.00,0.21,0.017,0.003,0.04,1
606,（にら類）　にら　葉　ゆで　　,1.00,0.31,0.026,0.005,0.057,1
607,（にら類）　にら　葉　油いため　　,1.00,0.74,0.019,0.057,0.049,1
608,（にら類）　花にら　花茎・花らい　生　　,1.00,0.27,0.019,0.002,0.059,1
609,（にら類）　黄にら　葉　生　　,1.00,0.18,0.021,0.001,0.033,1
610,（にんじん類）　葉にんじん　葉　生　　,1.00,0.18,0.011,0.002,0.037,1
611,（にんじん類）　にんじん　根　皮つき　生　　,1.00,0.39,0.007,0.002,0.093,1
612,（にんじん類）　にんじん　根　皮つき　ゆで　　,1.00,0.36,0.006,0.002,0.084,1
613,（にんじん類）　にんじん　根　皮むき　生　　,1.00,0.36,0.008,0.001,0.087,1
614,（にんじん類）　にんじん　根　皮むき　ゆで　　,1.00,0.36,0.007,0.001,0.085,1
615,（にんじん類）　にんじん　根　皮むき　油いため　　,1.00,1.09,0.011,0.064,0.124,1
616,（にんじん類）　にんじん　根　皮むき　素揚げ　,1.00,0.89,0.01,0.035,0.139,1
617,（にんじん類）　にんじん　根　皮　生　,1.00,0.31,0.007,0.002,0.073,1
618,（にんじん類）　にんじん　根　冷凍　　,1.00,0.35,0.008,0.002,0.082,1
619,（にんじん類）　にんじん　グラッセ　,1.00,0.66,0.007,0.014,0.127,1
620,（にんじん類）　にんじん　ジュース　缶詰　　,1.00,0.28,0.006,0.001,0.067,1
621,（にんじん類）　きんとき　根　皮つき　生　　,1.00,0.44,0.018,0.002,0.096,1
622,（にんじん類）　きんとき　根　皮つき　ゆで　　,1.00,0.42,0.019,0.002,0.092,1
623,（にんじん類）　きんとき　根　皮むき　生　　,1.00,0.45,0.018,0.003,0.097,1
624,（にんじん類）　きんとき　根　皮むき　ゆで　　,1.00,0.45,0.019,0.004,0.096,1
625,（にんじん類）　ミニキャロット　根　生　　,1.00,0.32,0.007,0.002,0.075,1
626,（にんにく類）　にんにく　りん茎　生　　,1.00,1.36,0.064,0.009,0.275,1
627,（にんにく類）　にんにく　りん茎　油いため　　,1.00,1.99,0.082,0.059,0.306,1
628,（にんにく類）　茎にんにく　花茎　生　　,1.00,0.45,0.019,0.003,0.106,1
629,（にんにく類）　茎にんにく　花茎　ゆで　　,1.00,0.44,0.017,0.002,0.107,1
630,（ねぎ類）　根深ねぎ　葉　軟白　生　　,1.00,0.34,0.014,0.001,0.083,1
631,（ねぎ類）　根深ねぎ　葉　軟白　ゆで　　,1.00,0.28,0.013,0.001,0.068,1
632,（ねぎ類）　根深ねぎ　葉　軟白　油いため　　,1.00,0.78,0.016,0.044,0.095,1
633,（ねぎ類）　葉ねぎ　葉　生　　,1.00,0.30,0.019,0.003,0.065,1
634,（ねぎ類）　葉ねぎ　葉　油いため　　,1.00,0.81,0.021,0.052,0.079,1
635,（ねぎ類）　こねぎ　葉　生　　,1.00,0.27,0.02,0.003,0.054,1
636,のざわな　葉　生　　　,1.00,0.16,0.009,0.001,0.035,1
637,のざわな　漬物　塩漬　　,1.00,0.18,0.012,0.001,0.041,1
638,のざわな　漬物　調味漬　　,1.00,0.23,0.017,0,0.054,1
639,のびる　りん茎葉　生　　　,1.00,0.65,0.032,0.002,0.155,1
640,はくさい　結球葉　生　　　,1.00,0.14,0.008,0.001,0.032,1
641,はくさい　結球葉　ゆで　　　,1.00,0.13,0.009,0.001,0.029,1
642,はくさい　漬物　塩漬　　,1.00,0.16,0.014,0.001,0.034,1
643,はくさい　漬物　キムチ　　,1.00,0.46,0.028,0.003,0.079,1
644,パクチョイ　葉　生　　　,1.00,0.15,0.016,0.002,0.027,1
645,バジル　葉　生　　　,1.00,0.24,0.02,0.006,0.04,1
646,パセリ　葉　生　　　,1.00,0.43,0.04,0.007,0.078,1
647,はつかだいこん　根　生　　　,1.00,0.15,0.008,0.001,0.031,1
648,はやとうり　果実　白色種　生　　,1.00,0.20,0.006,0.001,0.049,1
649,はやとうり　果実　緑色種　生　　,1.00,0.20,0.006,0.001,0.049,1
650,はやとうり　果実　白色種　塩漬　,1.00,0.17,0.006,0,0.044,1
651,ビーツ　根　生　　　,1.00,0.41,0.016,0.001,0.093,1
652,ビーツ　根　ゆで　　　,1.00,0.44,0.015,0.001,0.102,1
653,（ピーマン類）　青ピーマン　果実　生　　,1.00,0.22,0.009,0.002,0.051,1
654,（ピーマン類）　青ピーマン　果実　油いため　　,1.00,0.61,0.009,0.043,0.054,1
655,（ピーマン類）　赤ピーマン　果実　生　　,1.00,0.30,0.01,0.002,0.072,1
656,（ピーマン類）　赤ピーマン　果実　油いため　　,1.00,0.69,0.01,0.043,0.076,1
657,（ピーマン類）　黄ピーマン　果実　生　　,1.00,0.27,0.008,0.002,0.066,1
658,（ピーマン類）　黄ピーマン　果実　油いため　　,1.00,0.66,0.008,0.043,0.069,1
659,（ピーマン類）　トマピー　果実　生　　,1.00,0.31,0.01,0.002,0.075,1
660,ひのな　根・茎葉　生　　　,1.00,0.19,0.01,0,0.047,1
661,ひのな　根・茎葉　甘酢漬　　　,1.00,0.69,0.014,0.005,0.173,1
662,ひろしまな　葉　生　　　,1.00,0.20,0.015,0.002,0.042,1
663,ひろしまな　塩漬　　　,1.00,0.16,0.012,0.002,0.033,1
664,（ふき類）　ふき　葉柄　生　　,1.00,0.11,0.003,0,0.03,1
665,（ふき類）　ふき　葉柄　ゆで　　,1.00,0.08,0.003,0,0.019,1
666,（ふき類）　ふきのとう　花序　生　　,1.00,0.43,0.025,0.001,0.1,1
667,（ふき類）　ふきのとう　花序　ゆで　　,1.00,0.32,0.025,0.001,0.07,1
668,ふじまめ　若ざや　生　　　,1.00,0.33,0.025,0.001,0.074,1
669,ふだんそう　葉　生　　　,1.00,0.19,0.02,0.001,0.037,1
670,ふだんそう　葉　ゆで　　　,1.00,0.27,0.028,0.001,0.054,1
671,ブロッコリー　花序　生　　　,1.00,0.33,0.043,0.005,0.052,1
672,ブロッコリー　花序　ゆで　　　,1.00,0.27,0.035,0.004,0.043,1
673,ブロッコリー　芽ばえ　生　　　,1.00,0.19,0.019,0.006,0.026,1
674,へちま　果実　生　　　,1.00,0.16,0.008,0.001,0.038,1
675,へちま　果実　ゆで　　　,1.00,0.18,0.016,0.001,0.037,1
676,ほうれんそう　葉　通年平均　生　　,1.00,0.20,0.022,0.004,0.031,1
677,ほうれんそう　葉　夏採り　生　　,1.00,0.20,0.022,0.004,0.031,1
678,ほうれんそう　葉　冬採り　生　　,1.00,0.20,0.022,0.004,0.031,1
679,ほうれんそう　葉　通年平均　ゆで　　,1.00,0.25,0.026,0.005,0.04,1
680,ほうれんそう　葉　夏採り　ゆで　　,1.00,0.25,0.026,0.005,0.04,1
681,ほうれんそう　葉　冬採り　ゆで　　,1.00,0.25,0.026,0.005,0.04,1
682,ほうれんそう　葉　通年平均　油いため　　,1.00,0.99,0.038,0.081,0.044,1
683,ほうれんそう　葉　冷凍　　　,1.00,0.21,0.033,0.002,0.031,1
684,ホースラディシュ　根茎　生　　　,1.00,0.79,0.031,0.003,0.177,1
685,まこも　茎　生　　　,1.00,0.21,0.013,0.002,0.044,1
686,みずかけな　葉　生　　　,1.00,0.25,0.029,0.001,0.047,1
687,みずかけな　塩漬　　　,1.00,0.32,0.049,0,0.057,1
688,みずな　葉　生　　　,1.00,0.23,0.022,0.001,0.048,1
689,みずな　葉　ゆで　　　,1.00,0.22,0.02,0.001,0.047,1
690,みずな　塩漬　　　,1.00,0.27,0.02,0.001,0.059,1
691,（みつば類）　切りみつば　葉　生　　,1.00,0.18,0.01,0.001,0.04,1
692,（みつば類）　切りみつば　葉　ゆで　　,1.00,0.15,0.009,0.001,0.033,1
693,（みつば類）　根みつば　葉　生　　,1.00,0.20,0.019,0.001,0.041,1
694,（みつば類）　根みつば　葉　ゆで　　,1.00,0.20,0.023,0.001,0.039,1
695,（みつば類）　糸みつば　葉　生　　,1.00,0.13,0.009,0.001,0.029,1
696,（みつば類）　糸みつば　葉　ゆで　　,1.00,0.17,0.011,0,0.04,1
697,みぶな　葉　生　　　,1.00,0.15,0.011,0.003,0.029,1
698,（みょうが類）　みょうが　花穂　生　　,1.00,0.12,0.009,0.001,0.026,1
699,（みょうが類）　みょうがたけ　茎葉　生　　,1.00,0.07,0.004,0.001,0.015,1
700,むかご 　肉芽　生　　　,1.00,0.93,0.029,0.002,0.206,1
701,めキャベツ　結球葉　生　　　,1.00,0.50,0.057,0.001,0.099,1
702,めキャベツ　結球葉　ゆで　　　,1.00,0.49,0.053,0.001,0.098,1
703,めたで　　芽ばえ　生　　　,1.00,0.43,0.03,0.005,0.088,1
704,（もやし類）　アルファルファもやし　生　　,1.00,0.12,0.016,0.001,0.02,1
705,（もやし類）　だいずもやし　生　　,1.00,0.37,0.037,0.015,0.023,1
706,（もやし類）　だいずもやし　ゆで　　,1.00,0.34,0.029,0.016,0.022,1
707,（もやし類）　ブラックマッペもやし　生　　,1.00,0.15,0.02,0,0.027,1
708,（もやし類）　ブラックマッペもやし　ゆで　　,1.00,0.13,0.013,0,0.027,1
709,（もやし類）　りょくとうもやし　生　　,1.00,0.14,0.017,0.001,0.026,1
710,（もやし類）　りょくとうもやし　ゆで　　,1.00,0.12,0.016,0,0.023,1
711,モロヘイヤ　茎葉　生　　　,1.00,0.38,0.048,0.005,0.063,1
712,モロヘイヤ　茎葉　ゆで　　　,1.00,0.25,0.03,0.004,0.04,1
713,やまごぼう　みそ漬　　　,1.00,0.72,0.041,0.001,0.156,1
714,ゆりね　りん茎　生　　　,1.00,1.25,0.038,0.001,0.283,1
715,ゆりね　りん茎　ゆで　　　,1.00,1.26,0.034,0.001,0.287,1
716,ようさい　茎葉　生　　　,1.00,0.17,0.022,0.001,0.031,1
717,ようさい　茎葉　ゆで　　　,1.00,0.21,0.022,0.001,0.041,1
718,よめな　葉　生　　　,1.00,0.46,0.034,0.002,0.1,1
719,よもぎ　葉　生　　　,1.00,0.46,0.052,0.003,0.087,1
720,よもぎ　葉　ゆで　　　,1.00,0.42,0.048,0.001,0.082,1
721,らっかせい　未熟豆　生　　　,1.00,2.95,0.12,0.242,0.124,1
722,らっかせい　未熟豆　ゆで　　　,1.00,2.88,0.119,0.235,0.123,1
723,（らっきょう類）　らっきょう　りん茎　生　　,1.00,1.18,0.014,0.002,0.293,1
724,（らっきょう類）　らっきょう　甘酢漬　　,1.00,1.15,0.007,0.002,0.29,1
725,（らっきょう類）　エシャレット　りん茎　生　　,1.00,0.76,0.023,0.002,0.178,1
726,リーキ　りん茎葉　生　　　,1.00,0.29,0.016,0.001,0.069,1
727,リーキ　りん茎葉　ゆで　　　,1.00,0.28,0.013,0.001,0.068,1
728,ルッコラ　　葉　生　　　,1.00,0.19,0.019,0.004,0.031,1
729,ルバーブ　葉柄　生　　　,1.00,0.24,0.007,0.001,0.06,1
730,ルバーブ　葉柄　ゆで　　　,1.00,0.18,0.005,0.001,0.046,1
731,（レタス類）　レタス　土耕栽培　結球葉　生　　,1.00,0.12,0.006,0.001,0.028,1
732,（レタス類）　レタス　水耕栽培　結球葉　生　　,1.00,0.14,0.008,0.002,0.029,1
733,（レタス類）　サラダな　葉　生　　,1.00,0.14,0.01,0.002,0.027,1
734,（レタス類）　リーフレタス　葉　生　　,1.00,0.16,0.014,0.001,0.033,1
735,（レタス類）　サニーレタス　葉　生　　,1.00,0.16,0.012,0.002,0.032,1
736,（レタス類）　サンチュ　葉　生　　,1.00,0.15,0.012,0.004,0.025,1
737,（レタス類）　コスレタス　葉　生　　,1.00,0.17,0.012,0.002,0.034,1
738,れんこん　根茎　生　　　,1.00,0.66,0.019,0.001,0.155,1
739,れんこん　根茎　ゆで　　　,1.00,0.66,0.013,0.001,0.161,1
740,わけぎ　葉　生　　　,1.00,0.30,0.016,0,0.074,1
741,わけぎ　葉　ゆで　　　,1.00,0.29,0.019,0,0.069,1
742,わさび　根茎　生　　　,1.00,0.88,0.056,0.002,0.184,1
743,わさび　わさび漬　　　,1.00,1.45,0.071,0.005,0.28,1
744,わらび　生わらび　生　　　,1.00,0.21,0.024,0.001,0.04,1
745,わらび　生わらび　ゆで　　　,1.00,0.15,0.015,0.001,0.03,1
746,わらび　干しわらび　乾　　　,1.00,2.74,0.2,0.007,0.614,1
747,あけび　果肉　生　　　,1.00,0.82,0.005,0.001,0.22,1
748,あけび　果皮　生　　　,1.00,0.34,0.003,0.003,0.086,1
749,アセロラ　酸味種　生　　　,1.00,0.36,0.007,0.001,0.09,1
750,アセロラ　甘味種　生　　　,1.00,0.36,0.007,0.001,0.09,1
751,アセロラ　10 %果汁入り飲料　　,1.00,0.42,0.001,0,0.105,1
752,アテモヤ　生　　　,1.00,0.79,0.018,0.004,0.194,1
753,アボカド　生　　　,1.00,1.87,0.025,0.187,0.062,1
754,あんず　生　　　,1.00,0.36,0.01,0.003,0.085,1
755,あんず　乾　　　,1.00,2.88,0.092,0.004,0.704,1
756,あんず　缶詰　　　,1.00,0.81,0.005,0.004,0.189,1
757,あんず　ジャム　高糖度　　,1.00,2.62,0.003,0.001,0.649,1
758,あんず　ジャム　低糖度　　,1.00,2.05,0.004,0.001,0.505,1
759,いちご　生　　　,1.00,0.34,0.009,0.001,0.085,1
760,いちご　ジャム　高糖度　　,1.00,2.56,0.004,0.001,0.633,1
761,いちご　ジャム　低糖度　　,1.00,1.97,0.005,0.001,0.484,1
762,いちご　乾　　　,1.00,3.02,0.005,0.002,0.828,1
763,いちじく　生　　　,1.00,0.54,0.006,0.001,0.143,1
764,いちじく　乾　　　,1.00,2.91,0.03,0.011,0.753,1
765,いちじく　缶詰　　　,1.00,0.81,0.005,0.001,0.194,1
766,うめ　生　　　,1.00,0.28,0.007,0.005,0.079,1
767,うめ　梅漬　塩漬　　,1.00,0.24,0.007,0.004,0.067,1
768,うめ　梅漬　調味漬　　,1.00,0.53,0.015,0.005,0.105,1
769,うめ　梅干し　塩漬　　,1.00,0.33,0.009,0.002,0.105,1
770,うめ　梅干し　調味漬　　,1.00,0.96,0.015,0.006,0.211,1
771,うめ　梅びしお　　　,1.00,2.00,0.007,0.005,0.481,1
772,うめ　20 %果汁入り飲料　　　,1.00,0.49,0,0,0.123,1
773,オリーブ　塩漬　グリーンオリーブ　　,1.00,1.45,0.01,0.15,0.045,1
774,オリーブ　塩漬　ブラックオリーブ　　,1.00,1.18,0.008,0.123,0.034,1
775,オリーブ　塩漬　スタッフドオリーブ　　,1.00,1.37,0.008,0.143,0.042,1
776,かき　甘がき　生　　　,1.00,0.60,0.004,0.002,0.159,1
777,かき　渋抜きがき　生　　　,1.00,0.63,0.005,0.001,0.169,1
778,かき　干しがき　　　,1.00,2.76,0.015,0.017,0.713,1
779,かりん　生　　　,1.00,0.68,0.004,0.001,0.183,1
780,（かんきつ類）　いよかん　砂じょう　生　　,1.00,0.46,0.009,0.001,0.118,1
781,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生　,1.00,0.45,0.005,0.001,0.119,1
782,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生　,1.00,0.46,0.007,0.001,0.12,1
783,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生　,1.00,0.43,0.005,0.001,0.113,1
784,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生　,1.00,0.45,0.007,0.001,0.115,1
785,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース　,1.00,0.41,0.005,0.001,0.106,1
786,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース　,1.00,0.38,0.005,0.001,0.099,1
787,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース　,1.00,0.47,0.002,0,0.13,1
788,（かんきつ類）　うんしゅうみかん　果実飲料　50 %果汁入り飲料　,1.00,0.60,0.002,0,0.147,1
789,（かんきつ類）　うんしゅうみかん　果実飲料　20 %果汁入り飲料　,1.00,0.50,0.001,0,0.124,1
790,（かんきつ類）　うんしゅうみかん　缶詰　果肉　,1.00,0.64,0.005,0.001,0.153,1
791,（かんきつ類）　うんしゅうみかん　缶詰　液汁　,1.00,0.63,0.003,0.001,0.153,1
792,（かんきつ類）　オレンジ　ネーブル　砂じょう　生　,1.00,0.46,0.009,0.001,0.118,1
793,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生　,1.00,0.39,0.01,0.001,0.098,1
794,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース　,1.00,0.42,0.008,0,0.11,1
795,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース　,1.00,0.42,0.007,0.001,0.107,1
796,（かんきつ類）　オレンジ　バレンシア　果実飲料　50 %果汁入り飲料　,1.00,0.47,0.004,0.002,0.108,1
797,（かんきつ類）　オレンジ　バレンシア　果実飲料　30 %果汁入り飲料　,1.00,0.41,0.002,0,0.1,1
798,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度　,1.00,2.55,0.002,0.001,0.632,1
799,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度　,1.00,1.93,0.003,0.001,0.477,1
800,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生　,1.00,0.39,0.01,0.001,0.098,1
801,（かんきつ類）　オロブランコ　砂じょう　生　　,1.00,0.40,0.008,0.001,0.101,1
802,（かんきつ類）　かぼす　果汁　生　　,1.00,0.25,0.004,0.001,0.085,1
803,（かんきつ類）　かわちばんかん　砂じょう　生　　,1.00,0.35,0.007,0.002,0.088,1
804,（かんきつ類）　きよみ　砂じょう　生　　,1.00,0.41,0.008,0.002,0.103,1
805,（かんきつ類）　きんかん　全果　生　　,1.00,0.71,0.005,0.007,0.175,1
806,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生　,1.00,0.38,0.009,0.001,0.096,1
807,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生　,1.00,0.38,0.009,0.001,0.096,1
808,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース　,1.00,0.40,0.006,0.001,0.103,1
809,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース　,1.00,0.35,0.007,0.001,0.088,1
810,（かんきつ類）　グレープフルーツ　果実飲料　50 %果汁入り飲料　,1.00,0.46,0.003,0,0.111,1
811,（かんきつ類）　グレープフルーツ　果実飲料　20 %果汁入り飲料　,1.00,0.39,0.001,0,0.097,1
812,（かんきつ類）　グレープフルーツ　缶詰　,1.00,0.70,0.005,0,0.171,1
813,（かんきつ類）　さんぼうかん　砂じょう　生　　,1.00,0.44,0.007,0.003,0.109,1
814,（かんきつ類）　シークヮーサー　果汁　生　　,1.00,0.25,0.008,0.001,0.079,1
815,（かんきつ類）　シークヮーサー　10 %果汁入り飲料　　,1.00,0.48,0.001,0,0.118,1
816,（かんきつ類）　しらぬひ　砂じょう　生　　,1.00,0.51,0.008,0.002,0.129,1
817,（かんきつ類）　すだち　果皮　生　　,1.00,0.68,0.018,0.003,0.164,1
818,（かんきつ類）　すだち　果汁　生　　,1.00,0.20,0.005,0.001,0.066,1
819,（かんきつ類）　せとか　砂じょう　生　　,1.00,0.47,0.008,0.002,0.117,1
820,（かんきつ類）　セミノール　砂じょう　生　　,1.00,0.49,0.011,0.001,0.124,1
821,（かんきつ類）　だいだい　果汁　生　　,1.00,0.24,0.003,0.002,0.08,1
822,（かんきつ類）　なつみかん　砂じょう　生　　,1.00,0.40,0.009,0.001,0.1,1
823,（かんきつ類）　なつみかん　缶詰　　,1.00,0.81,0.005,0.001,0.194,1
824,（かんきつ類）　はっさく　砂じょう　生　　,1.00,0.45,0.008,0.001,0.115,1
825,（かんきつ類）　はるみ　砂じょう　生　　,1.00,0.48,0.009,0.002,0.121,1
826,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生　　,1.00,0.45,0.006,0.001,0.117,1
827,（かんきつ類）　ひゅうがなつ　砂じょう　生　　,1.00,0.33,0.006,0.001,0.083,1
828,（かんきつ類）　ぶんたん　砂じょう　生　　,1.00,0.38,0.007,0.001,0.098,1
829,（かんきつ類）　ぶんたん　ざぼん漬　　,1.00,3.44,0.002,0.001,0.855,1
830,（かんきつ類）　ぽんかん　砂じょう　生　　,1.00,0.40,0.009,0.001,0.099,1
831,（かんきつ類）　ゆず　果皮　生　　,1.00,0.59,0.012,0.005,0.142,1
832,（かんきつ類）　ゆず　果汁　生　　,1.00,0.21,0.005,0.001,0.07,1
